timestamp,country_key,city_key,lat,lon,population,temperature,wind_speed,solar_radiation,precipitation,humidity,solar_capacity,wind_capacity,geothermal_capacity,hydro_capacity,battery_capacity,capacity_data_status,capacity_source,model_spatial_scope,observed_demand_mw,observed_peak_15min_demand_mw,observed_thermal_mw,observed_nuclear_mw,observed_wind_mw,observed_solar_mw,observed_hydro_mw,observed_bioenergy_mw,observed_local_generation_mw,observed_renewable_generation_mw,observed_external_support_mw,observed_battery_net_mw,observed_import_dependency_pct,observed_balance_residual_mw,electricity_data_scope,weather_data_scope,weather_match_status,data_quality_flag,source_rte,source_era5,notes
2026-06-18 02:00:00,France,Paris,48.8566,2.3522,2100000,18.99758,3.053496,0,0,87.654424,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,5331.75,5496,0,0,31.5,0,22,160.25,213.75,213.75,5120.25,-0.75,96.02993,1.5,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 03:00:00,France,Paris,48.8566,2.3522,2100000,17.96008,2.349233,0,0,89.974653,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,4997,5034,0,0,32,0,22,159.25,213.25,213.25,4786.25,-0.75,95.783197,1.75,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 04:00:00,France,Paris,48.8566,2.3522,2100000,17.23385,2.13075,0,0,89.029782,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,4924.5,4965,0,0,20.25,0,22,159.5,201.75,201.75,4724.75,-0.75,95.943697,1.25,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 05:00:00,France,Paris,48.8566,2.3522,2100000,16.6504,2.111254,0,0,88.914294,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,5087.5,5294,0,0,18.25,0,22,162.75,203,203,4887,-1.5,96.056881,1,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 06:00:00,France,Paris,48.8566,2.3522,2100000,16.26504,2.141811,0.266667,0,89.499148,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,5535,5767,0,0,16,8.75,22,166.75,213.5,213.5,5323.5,-0.5,96.176097,1.5,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 07:00:00,France,Paris,48.8566,2.3522,2100000,17.3923,2.327375,44.675556,0,86.277314,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,6402.25,6768,0,0,11.25,36,22,163.75,233,233,6171,-0.25,96.386977,1.5,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 08:00:00,France,Paris,48.8566,2.3522,2100000,20.14712,1.752325,160.444444,0,76.197413,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,7094.75,7290,0,0,6.75,94,22,157.5,280.25,280.25,6817,-0.75,96.090106,1.75,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 09:00:00,France,Paris,48.8566,2.3522,2100000,23.01742,1.454854,318.417778,0,66.200696,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,7554.75,7702,0,0,5.75,176.25,22,153,357,357,7199.75,-0.75,95.303244,1.25,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 10:00:00,France,Paris,48.8566,2.3522,2100000,25.80383,1.395899,482.613333,0,58.885142,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,7937.75,8024,0,0,5.25,242.5,22,146,415.75,415.75,7523.5,0,94.782701,1.5,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 11:00:00,France,Paris,48.8566,2.3522,2100000,28.6652,1.430659,570.364444,0,51.493402,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,8260,8363,0,0,7.25,289,22,156.75,475,475,7788,-0.75,94.287532,2.25,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 12:00:00,France,Paris,48.8566,2.3522,2100000,31.27157,2.202895,678.968889,0,43.449993,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,8537,8589,0,0,7.75,311.5,22,165.25,506.5,506.5,8033.75,-1.75,94.104847,1.5,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 13:00:00,France,Paris,48.8566,2.3522,2100000,33.31625,1.558545,791.786667,0,35.760504,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,8508,8578,0,0,7.25,316.75,22,163.75,509.75,509.75,8000.25,-0.5,94.031943,1.5,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 14:00:00,France,Paris,48.8566,2.3522,2100000,34.63503,1.242298,856.177778,0.001431,31.912614,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,8584.75,8660,0,0,8.75,308.25,22,156.5,495.5,495.5,8091.25,-0.75,94.251788,1.25,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 15:00:00,France,Paris,48.8566,2.3522,2100000,35.32144,1.87795,745.582222,0.01812,30.310875,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,8429.25,8453,0,0,11.75,282.25,22,145,461,461,7970,-0.5,94.55147,1.25,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 16:00:00,France,Paris,48.8566,2.3522,2100000,35.88314,2.734171,759.84,0.030041,30.705913,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,8401.25,8460,0,0,11.5,246,22,154.5,434,434,7969.5,-0.25,94.861119,2,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 17:00:00,France,Paris,48.8566,2.3522,2100000,36.13577,2.235335,674.328889,0.035763,30.847353,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,8433.25,8484,0,0,13,193.75,22,154.5,383.25,383.25,8052.75,-1,95.48784,1.75,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 18:00:00,France,Paris,48.8566,2.3522,2100000,32.92538,2.46128,405.457778,1.280785,42.35737,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,8530,8563,0,0,32.75,128.75,22,163.5,347,347,8185,0,95.955745,2,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 19:00:00,France,Paris,48.8566,2.3522,2100000,28.62994,2.230838,240.995556,0.020504,58.406948,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,8255.5,8515,0,0,48.25,60.25,22,166,296.5,296.5,7961,-1,96.437441,1,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 20:00:00,France,Paris,48.8566,2.3522,2100000,26.16293,1.25608,166.417778,0.005245,66.552674,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,7822.25,7983,0,0,53.75,26,22,161,262.75,262.75,7561.5,-0.5,96.66597,1.5,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 21:00:00,France,Paris,48.8566,2.3522,2100000,25.31463,1.771021,89.333333,0.004768,70.732843,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,7246.5,7470,0,0,22.5,9.75,22,159.75,214,214,7035,-1,97.085221,1.5,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 22:00:00,France,Paris,48.8566,2.3522,2100000,23.88064,2.648164,19.697778,0.085831,78.391574,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,7212.25,7396,0,0,15.25,2.25,22,157,196.5,196.5,7018.5,-1.5,97.312815,1.25,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-18 23:00:00,France,Paris,48.8566,2.3522,2100000,22.50375,2.621078,0,0.053883,82.344681,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,7033.75,7234,0,0,12,0,22,158,192,192,6843.75,-0.75,97.297035,1.25,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-19 00:00:00,France,Paris,48.8566,2.3522,2100000,21.61407,1.721785,0,0.024319,81.947637,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,6425,6582,0,0,8.75,0,22,157.75,188.5,188.5,6237.5,-0.5,97.080335,0.5,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-19 01:00:00,France,Paris,48.8566,2.3522,2100000,20.70388,1.703191,0,0,82.960758,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,5816,5999,0,0,28,0,22,160.25,210.25,210.25,5607.75,-0.25,96.413439,1.75,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
2026-06-19 02:00:00,France,Paris,48.8566,2.3522,2100000,20.21313,2.973753,0,0,84.968315,,,,,,not_provided_use_explicit_taivas_assumption,Not available in current RTE/ERA5 extracts,Paris-scale TAIVAS profile,5450.5,5569,0,0,29.5,0,22,162,213.5,213.5,5239.75,-1.25,96.134904,1.5,RTE eCO2mix Île-de-France regional observation,ERA5 Paris grid-point hourly observation,matched,usable_with_spatial_scope_warning,"RTE eCO2mix Île-de-France daily real-time exports, consolidated by TAIVAS workflow","ERA5 hourly time-series on single levels, Paris extract",Observed RTE MW values are regional validation references. They must not be treated as Paris-scale TAIVAS input capacities or direct absolute-MW calibration targets.
